ID_Vente,ID_Client,ID_Produit,Date,ID_Canal,Quantite,Montant_TTC
170,4806,9,2024-11-24,2,4,412.61
171,4009,246,2023-03-06,3,2,989.45
174,2061,95,2024-08-07,2,3,1747.76
175,3439,202,2024-09-25,2,2,870.17
176,2094,28,2023-01-11,2,3,15113.74
177,3141,56,2024-04-17,1,3,1642.57
180,240,176,2024-08-23,2,3,1350.29
184,4261,184,2024-02-04,3,4,14877.55
187,2562,177,2024-03-06,1,3,1195.52
189,3176,201,2023-04-11,3,4,12584.98
191,1449,162,2024-10-17,1,2,789.38
194,665,258,2023-02-08,2,1,2380.18
197,549,272,2024-07-29,2,3,26767.4
198,1315,52,2023-10-09,1,3,187.78
206,1979,256,2024-03-20,1,3,913.21
207,4884,39,2023-10-25,3,3,1084.43
208,1638,240,2024-02-28,1,3,10116.43
212,3675,231,2023-11-22,1,3,7087.25
213,2897,103,2023-12-16,1,4,11330.02
214,4572,43,2024-04-30,1,3,4037.33
215,3593,108,2023-09-06,3,2,224.47
216,3923,61,2023-11-07,1,3,898.67
217,1752,232,2023-02-10,3,1,9165.88
219,487,255,2023-07-09,1,3,8450.78
221,1500,129,2024-02-16,1,1,2829.88
223,3683,25,2023-11-08,1,3,1735.45
224,2823,84,2023-07-11,1,4,1681.15
225,4113,136,2023-08-07,1,1,992.1
226,630,226,2024-07-16,1,4,1760.35
227,1624,290,2023-05-06,1,1,1923.12
229,4628,149,2024-10-14,3,3,7846.7
232,3565,7,2024-12-18,3,2,617.4
234,1502,179,2024-06-14,2,3,3102.23
236,3577,66,2023-07-18,2,4,8627.86
239,3174,282,2023-11-04,3,3,10133.96
240,3255,187,2024-11-14,1,3,7175.7
241,4582,18,2024-02-13,1,2,1097.76
242,3704,287,2024-01-13,2,2,1276.1
243,2799,44,2023-04-26,2,4,12997.3
246,1946,42,2024-10-07,1,3,3637.3
247,2983,107,2024-05-07,1,1,1236.17
249,219,233,2024-05-17,1,3,22326.19
250,875,209,2024-06-05,1,1,533.82
251,1757,173,2024-12-24,3,2,421.06
252,2096,53,2024-06-12,3,1,882.84
253,4040,66,2024-07-23,1,1,2156.96
258,2614,187,2023-10-29,3,3,7175.7
259,1082,89,2024-06-03,3,3,1735.88
260,3295,129,2024-08-12,2,4,11319.5
267,2781,69,2023-12-07,1,4,3989.42
268,3075,20,2023-06-21,3,1,1318.15
271,2635,106,2023-07-24,3,3,6002.6
276,1464,86,2023-05-30,2,2,1335.98
277,4220,300,2023-04-29,2,4,34148.54
278,3388,191,2023-05-17,2,3,9589.79
281,4482,167,2024-11-13,1,2,2039.26
282,2630,70,2023-05-19,2,4,24512.5
284,479,39,2023-11-07,1,3,1084.43
290,185,33,2024-07-31,1,4,1594.27
291,2804,204,2024-04-04,1,4,358.27
293,1801,161,2023-07-13,3,4,5312.4
294,4548,230,2023-08-03,1,1,1355.03
295,1335,175,2023-06-16,2,3,3107.34
297,731,206,2024-10-30,3,1,4509.72
299,4911,17,2024-08-11,3,1,444.76
301,1728,31,2024-04-26,2,2,438.74
302,3753,224,2023-04-14,3,2,3782.28
303,721,46,2024-07-23,2,4,432.53
304,3240,217,2023-05-12,1,4,9538.51
307,1892,50,2023-11-07,3,2,1106.78
308,4435,26,2023-06-03,3,1,461.83
312,575,267,2024-06-19,1,1,169.44
315,766,293,2024-05-16,3,4,4942.32
316,2478,147,2023-05-05,1,1,371.28
318,3119,259,2024-04-02,1,2,2219.9
324,2465,155,2023-04-20,2,4,21322.37
326,399,115,2023-04-17,1,2,2670.05
329,1262,252,2023-04-19,3,4,7497.07
333,2377,174,2023-05-11,3,2,5743.22
334,3741,212,2024-11-26,2,3,7014.1
336,2023,105,2023-08-13,1,4,1905.74
342,2833,122,2023-11-27,2,1,1207.79
343,2086,250,2024-03-28,2,2,920.57
345,929,72,2024-11-17,3,4,13036.66
349,3558,180,2024-05-24,1,2,971.71
350,2823,230,2023-04-01,2,3,4065.08
352,530,131,2023-11-14,1,3,1171.73
355,4849,191,2024-06-17,3,2,6393.19
356,4593,155,2024-10-10,3,4,21322.37
357,644,190,2024-10-14,2,1,4458.7
359,259,235,2023-07-11,3,1,85.09
360,1947,103,2023-11-03,1,2,5665.01
361,1781,169,2024-05-16,1,1,2548.43
365,4779,216,2023-11-08,3,1,188.11
367,2706,268,2024-03-15,1,4,30609.22
368,4457,177,2023-11-05,2,2,797.02
369,3571,126,2024-03-11,1,4,1063.39
372,3926,140,2024-02-26,1,1,86.6
375,4405,42,2023-05-28,1,2,2424.86
376,2639,260,2024-09-04,2,2,19012.25
377,1788,294,2023-09-01,3,3,1956.74
378,2045,38,2023-11-18,2,4,37145.81
380,3504,198,2024-01-13,2,1,9146.72
383,3672,214,2023-06-29,2,4,1985.86
385,2067,207,2024-03-07,3,2,361.63
386,4159,181,2023-09-24,1,2,7663.51
389,1033,3,2023-10-27,3,3,1088.21
391,3713,28,2024-12-10,3,1,5037.91
392,2152,101,2023-12-28,1,1,162.04
393,3981,163,2023-09-12,2,1,2061.06
395,4175,283,2023-11-18,3,1,215.62
396,1549,249,2024-12-09,3,4,15866.98
403,4499,295,2023-04-22,2,4,1908.34
404,3225,232,2024-10-16,3,2,18331.75
405,1391,92,2023-12-03,1,4,10130.88
411,4841,122,2023-10-27,3,1,1207.79
413,2479,49,2023-06-24,1,3,3963.64
414,4628,278,2023-05-05,3,3,627.77
420,3326,72,2024-12-15,3,4,13036.66
421,1715,230,2023-10-01,2,3,4065.08
423,2012,110,2023-11-10,3,3,1257.73
426,2608,62,2024-06-03,2,4,2965.49
427,3112,194,2023-02-01,3,1,3760.72
429,4477,212,2023-04-04,2,1,2338.03
430,1236,279,2024-04-03,1,3,2716.99
431,977,109,2024-02-27,1,1,2509.39
432,3714,259,2024-06-08,3,2,2219.9
436,3859,2,2024-08-18,3,4,6380.59
438,1224,193,2023-08-01,1,4,1741.73
440,1244,45,2023-09-19,3,1,1211.71
441,4026,296,2023-05-31,2,3,2743.56
442,4728,103,2024-08-07,2,3,8497.51
443,3339,167,2024-07-13,2,3,3058.88
446,1793,127,2024-05-27,2,1,920.03
447,4869,102,2023-08-13,2,1,1621.78
449,1811,118,2023-05-03,3,1,421.45
454,1305,187,2024-05-07,2,2,4783.8
455,3438,134,2023-05-15,2,2,2746.27
457,1886,94,2024-11-23,3,4,2671.97
460,879,70,2023-09-02,1,3,18384.37
462,514,21,2024-11-09,1,4,7942.13
466,143,51,2023-03-01,3,2,1099.56
470,616,34,2024-08-20,1,3,6662.59
472,4787,260,2024-03-05,2,3,28518.37
474,2849,284,2024-11-26,3,3,23961.13
476,2530,203,2023-08-19,3,1,1022.46
479,3563,268,2023-04-02,3,1,7652.3
482,3071,113,2023-11-28,3,4,12499.1
485,4059,266,2023-01-01,2,1,1088.56
486,3277,230,2024-12-22,2,4,5420.11
494,3294,186,2024-12-06,1,4,3957.02
498,298,51,2023-04-09,2,1,549.78
500,2066,236,2023-11-08,3,1,1403.86
503,2346,265,2024-09-04,1,2,11190.72
504,4126,257,2023-12-22,2,4,19553.71
505,3655,199,2023-03-26,2,3,714.85
506,923,156,2023-07-20,1,1,1207.88
507,2369,9,2023-09-04,2,1,103.15
510,3351,300,2023-12-22,1,2,17074.27
512,2757,12,2023-07-16,1,1,249.14
514,12,288,2023-08-26,3,4,1650.14
516,119,266,2023-11-08,1,2,2177.11
518,436,295,2023-11-05,2,1,477.08
523,1109,127,2023-11-30,3,3,2760.08
524,2568,165,2023-09-19,3,1,1843.3
527,460,221,2024-12-12,3,3,1467.61
530,3927,257,2024-03-07,3,1,4888.43
531,722,100,2024-10-28,2,4,10915.78
532,3968,167,2024-12-23,3,1,1019.63
533,2752,296,2023-06-15,1,3,2743.56
535,3610,29,2023-04-03,2,3,21329.06
540,114,254,2024-01-08,3,2,10681.13
541,3447,7,2023-08-30,3,1,308.7
544,2612,133,2023-11-16,2,3,660.78
545,377,14,2024-02-28,2,1,7629.13
547,543,272,2024-07-03,3,2,17844.94
548,4704,32,2024-11-21,3,4,3194.69
550,588,282,2024-09-19,1,1,3377.99
552,2069,174,2023-03-04,3,3,8614.84
556,3137,81,2023-05-19,1,2,6579.26
557,3557,133,2023-09-16,3,3,660.78
558,2574,175,2023-12-08,1,1,1035.78
559,1628,121,2024-11-25,3,4,31912.61
563,4910,181,2024-02-02,1,4,15327.02
564,3282,2,2024-02-03,3,4,6380.59
565,230,152,2024-11-11,3,2,6665.66
567,113,127,2024-12-10,1,3,2760.08
568,4903,33,2024-03-17,2,3,1195.7
571,636,32,2024-11-06,2,3,2396.02
572,694,118,2023-12-16,1,2,842.9
574,2396,13,2024-01-06,2,4,2004.77
576,2440,143,2024-04-03,3,3,9112.03
577,2650,278,2023-02-16,2,3,627.77
579,1848,157,2023-04-18,1,3,5607.0
582,4032,226,2023-12-26,1,4,1760.35
584,2508,143,2023-11-03,2,4,12149.38
585,3782,277,2024-03-17,3,4,26584.37
586,2304,199,2023-11-30,3,4,953.14
589,1802,129,2023-05-11,1,1,2829.88
594,431,222,2024-04-13,2,3,21210.48
595,4471,80,2024-06-15,2,2,1114.37
597,3070,111,2024-11-29,1,1,9140.35
599,2882,166,2024-11-04,2,3,1050.91
600,2011,178,2024-07-29,2,3,1323.76
601,3584,95,2024-05-22,3,3,1747.76
602,224,186,2024-12-26,2,2,1978.51
604,3569,200,2023-11-09,2,2,15640.1
605,3089,130,2023-04-20,3,1,1030.66
608,3400,183,2023-02-05,2,1,8429.18
609,4104,263,2023-11-01,2,3,22731.19
611,871,115,2023-08-13,3,3,4005.07
613,332,137,2023-04-04,3,3,672.55
614,577,68,2024-06-20,3,4,4276.32
619,671,53,2023-03-10,2,4,3531.36
621,4575,158,2024-11-30,2,3,2999.95
625,4336,210,2024-01-09,2,4,13123.49
626,1849,88,2023-08-15,1,1,8019.88
627,4328,253,2023-05-08,2,3,12939.98
628,42,210,2024-12-27,3,1,3280.87
629,2278,60,2023-03-06,2,4,1259.52
633,1159,49,2024-10-30,1,1,1321.21
634,4132,285,2023-04-10,1,4,3902.59
635,4752,115,2023-10-15,3,1,1335.02
637,993,64,2023-10-12,2,3,4732.34
643,3992,204,2024-12-28,3,1,89.57
644,3286,56,2024-07-20,1,1,547.52
646,2517,59,2023-11-09,1,2,1114.75
648,396,151,2023-11-30,1,2,326.98
649,4778,160,2024-03-08,2,4,2228.74
650,4786,276,2024-03-15,2,4,11412.43
651,3734,106,2023-01-13,2,4,8003.47
652,2523,36,2023-09-30,3,3,1172.95
653,4666,200,2023-02-15,2,4,31280.21
655,853,175,2023-11-10,1,4,4143.12
659,1433,221,2024-08-13,2,1,489.2
661,1713,193,2023-11-18,1,2,870.86
663,2325,189,2023-06-02,1,2,2661.29
665,2641,229,2024-03-06,1,4,9988.42
667,1637,280,2023-11-01,3,3,450.58
673,4744,195,2023-10-27,2,3,421.96
674,809,211,2024-02-14,3,2,4889.9
676,3686,203,2023-11-02,2,4,4089.84
678,3531,269,2024-07-30,1,4,4858.03
679,761,146,2023-03-28,1,3,24416.6
680,114,257,2023-12-22,3,3,14665.28
684,2108,283,2023-07-01,2,3,646.85
690,3065,32,2024-01-27,2,1,798.67
692,2163,284,2023-01-04,1,4,31948.18
693,1323,8,2024-11-15,1,1,532.92
694,3361,270,2024-10-15,2,4,1258.42
695,4001,123,2023-08-22,2,1,1165.66
702,3991,164,2023-10-09,2,3,2922.55
703,1352,118,2023-06-25,2,2,842.9
704,2513,85,2023-10-09,3,2,10449.36
707,3491,138,2024-12-24,3,3,663.41
708,29,60,2024-08-18,3,3,944.64
710,4135,133,2023-05-15,2,4,881.04
712,4527,47,2024-07-07,2,3,425.41
714,1789,97,2024-10-18,3,3,9034.88
715,4049,49,2023-07-23,1,1,1321.21
721,1282,19,2024-02-24,1,4,5753.42
722,543,199,2024-08-05,1,1,238.28
725,367,25,2024-09-17,3,2,1156.97
726,3509,151,2023-02-04,3,1,163.49
727,971,69,2023-07-16,3,4,3989.42
729,1416,257,2023-11-29,3,3,14665.28
731,4155,297,2024-06-28,2,4,1354.42
733,1153,291,2023-03-01,1,4,649.25
736,3525,249,2024-04-15,3,2,7933.49
739,2278,112,2023-11-26,3,4,3129.74
741,4667,163,2023-03-11,1,2,4122.12
742,278,111,2023-11-14,1,3,27421.06
743,2630,9,2023-11-21,1,2,206.3
748,3660,97,2023-11-02,3,3,9034.88
749,2009,117,2023-05-07,1,1,4148.09
750,3585,267,2023-05-15,2,4,677.76
752,415,22,2024-02-06,1,3,1582.16
755,1263,175,2023-10-08,1,4,4143.12
756,406,1,2024-01-12,1,2,2445.12
757,3707,128,2024-12-09,1,3,7224.26
758,3707,175,2024-02-22,2,4,4143.12
761,3811,220,2023-11-14,2,1,6355.94
764,3234,217,2024-11-25,3,1,2384.63
771,1568,276,2023-03-29,1,4,11412.43
773,1969,142,2023-03-17,1,4,30873.65
783,88,48,2024-11-25,1,1,8754.32
784,3438,21,2024-07-14,2,2,3971.06
786,1075,215,2023-07-25,2,4,318.0
787,630,179,2024-10-29,2,3,3102.23
788,4077,286,2024-01-02,3,4,3826.9
790,4573,196,2023-08-11,1,3,2874.42
791,3315,97,2024-09-15,2,1,3011.63
795,1855,280,2024-11-06,2,3,450.58
796,4319,59,2024-05-08,3,2,1114.75
799,2063,255,2024-08-07,1,1,2816.93
801,4660,202,2024-11-29,1,1,435.08
805,1699,299,2024-05-04,1,1,1407.5
807,2011,194,2023-12-09,3,1,3760.72
810,1360,149,2023-07-02,3,1,2615.57
811,4643,34,2023-11-13,2,2,4441.73
813,3263,115,2023-09-07,3,3,4005.07
814,3355,249,2024-12-21,2,4,15866.98
815,3010,140,2024-04-24,1,4,346.42
816,1248,163,2023-02-03,2,4,8244.24
817,2057,154,2023-05-05,2,2,618.41
819,3488,30,2024-04-20,3,1,6433.86
821,448,44,2023-03-30,3,3,9747.97
823,914,2,2024-06-10,3,4,6380.59
824,2494,93,2024-08-27,3,4,989.62
825,4544,189,2024-07-03,2,3,3991.93
827,3498,86,2024-11-16,2,2,1335.98
829,3421,162,2023-05-21,2,3,1184.08
830,4227,224,2024-03-12,1,2,3782.28
834,916,236,2023-08-01,2,3,4211.57
835,4847,146,2024-09-21,3,1,8138.87
837,1960,26,2024-11-25,3,3,1385.5
839,21,152,2024-11-17,1,2,6665.66
840,3994,222,2024-11-10,2,3,21210.48
841,3627,173,2024-10-05,1,1,210.53
845,2855,270,2024-08-03,1,2,629.21
846,4076,165,2023-10-10,1,2,3686.59
859,2274,143,2023-07-24,3,1,3037.34
860,1006,280,2024-07-21,1,4,600.77
865,4694,235,2024-03-07,3,2,170.18
866,2647,239,2024-06-20,1,3,15386.9
870,1732,161,2023-03-08,1,2,2656.2
871,4836,165,2023-04-27,2,3,5529.89
876,1483,199,2024-12-01,2,4,953.14
877,4345,13,2023-06-15,1,4,2004.77
878,2143,249,2023-04-30,3,3,11900.23
880,4343,137,2023-10-11,1,2,448.37
883,3440,251,2024-11-01,2,3,10291.61
885,860,57,2024-11-23,1,3,1263.1
886,2574,235,2023-05-22,1,1,85.09
889,2455,259,2024-05-16,1,3,3329.86
891,487,181,2023-10-01,3,4,15327.02
896,2356,293,2023-11-02,1,2,2471.16
898,2687,215,2023-09-30,1,4,318.0
900,2700,102,2023-10-21,2,3,4865.33
903,3576,170,2024-10-24,2,2,4308.55
905,4078,125,2023-10-13,3,4,14609.23
914,3131,115,2023-02-18,3,3,4005.07
915,2089,250,2023-09-04,2,2,920.57
917,4624,133,2023-09-30,2,4,881.04
918,273,30,2024-04-18,3,2,12867.72
919,4787,65,2024-09-03,1,3,1204.99
920,4430,243,2023-10-09,1,1,224.38
923,692,197,2023-08-30,3,1,326.48
924,1280,136,2023-12-17,3,1,992.1
929,1045,277,2023-08-03,3,1,6646.09
933,2391,295,2023-12-21,3,3,1431.25
934,4055,300,2024-03-04,3,2,17074.27
940,3549,228,2024-10-24,2,4,11352.82
941,57,210,2023-07-17,2,4,13123.49
943,230,227,2024-12-29,2,1,3272.05
944,3398,163,2023-02-04,3,2,4122.12
946,1844,88,2023-02-10,2,3,24059.63
949,3371,137,2024-12-23,3,4,896.74
951,3199,241,2024-11-19,1,3,3769.31
952,429,258,2024-06-02,2,3,7140.53
958,3704,160,2024-11-17,1,3,1671.55
961,4983,138,2024-03-01,2,2,442.27
962,587,289,2024-02-08,1,4,799.54
963,1730,141,2024-04-18,3,2,1175.83
968,1527,189,2023-07-12,1,2,2661.29
971,4267,177,2023-04-01,2,1,398.51
975,3351,104,2023-11-12,3,4,6412.75
976,3110,96,2023-05-05,3,3,2445.91
980,2340,46,2024-04-17,1,1,108.13
981,3756,299,2023-11-14,3,4,5630.02
985,3255,6,2023-11-27,3,4,1832.64
987,2305,32,2023-07-04,1,4,3194.69
988,4023,44,2024-09-17,1,1,3249.32
990,2610,52,2024-09-07,1,4,250.37
991,530,95,2023-02-21,3,4,2330.35
993,3725,259,2023-04-14,2,4,4439.81
994,2858,31,2024-06-18,2,4,877.49
995,961,7,2023-11-03,1,4,1234.8
996,4386,22,2023-08-09,1,1,527.39
1000,3461,3,2023-07-03,2,3,1088.21
1002,4972,59,2024-09-03,1,2,1114.75
1004,3581,296,2023-10-27,2,2,1829.04
1009,1988,117,2023-11-18,3,1,4148.09
1010,1483,233,2023-07-21,3,2,14884.13
1011,887,185,2024-11-03,1,3,763.06
1012,2414,235,2023-12-31,3,2,170.18
1014,4297,108,2023-09-10,2,2,224.47
1017,351,9,2023-09-15,1,2,206.3
1019,2431,122,2023-03-08,1,1,1207.79
1022,4668,207,2023-03-19,3,4,723.26
1024,2041,103,2023-07-16,1,3,8497.51
1025,4947,288,2024-10-10,3,1,412.54
1027,4004,77,2024-02-20,3,3,7762.79
1028,466,61,2023-07-09,3,4,1198.22
1031,1181,166,2024-11-18,3,4,1401.22
1032,461,181,2023-01-09,1,2,7663.51
1034,453,247,2023-06-19,2,4,3160.9
1035,3512,290,2023-04-23,2,4,7692.48
1036,3850,128,2024-06-30,3,3,7224.26
1037,4773,41,2023-06-20,1,4,1573.82
1038,3373,245,2023-04-24,2,2,903.38
1039,2882,109,2024-04-03,1,2,5018.78
1040,2159,272,2024-06-09,1,2,17844.94
1042,1442,273,2024-12-18,1,3,2487.2
1043,3532,71,2024-12-13,3,2,577.82
1045,245,166,2023-04-04,3,2,700.61
1048,151,144,2024-11-22,3,2,3746.26
1052,3660,133,2024-08-31,2,3,660.78
1055,2700,286,2024-04-02,2,3,2870.17
1056,1153,229,2023-07-30,1,2,4994.21
1063,1710,143,2024-01-12,2,4,12149.38
1065,1131,289,2024-06-13,3,4,799.54
1067,3720,114,2024-03-25,1,3,17675.53
1069,4684,175,2023-10-29,2,3,3107.34
1071,3704,201,2023-04-05,2,1,3146.24
1073,3294,92,2024-06-26,3,2,5065.44
1077,4192,250,2024-07-24,2,4,1841.14
1078,2034,33,2023-08-13,1,2,797.14
1079,1573,135,2023-07-07,1,2,4710.53
1085,4133,209,2024-10-05,3,3,1601.46
1086,2360,96,2023-04-29,1,2,1630.61
1087,4691,135,2023-03-20,1,1,2355.26
1091,1658,154,2024-01-27,2,3,927.61
1092,2403,89,2023-08-11,3,3,1735.88
1093,1613,66,2024-12-14,2,2,4313.93
1094,22,264,2023-01-11,1,1,3364.58
1099,581,3,2024-08-07,1,2,725.47
1100,4327,145,2023-05-08,3,1,318.65
1102,980,57,2024-11-25,1,1,421.03
1104,1910,240,2023-11-12,3,2,6744.29
1105,2619,13,2023-12-03,1,4,2004.77
1107,4968,102,2023-12-08,2,3,4865.33
1108,3972,72,2024-03-22,3,3,9777.49
1109,1810,177,2024-12-14,1,4,1594.03
1116,1637,109,2023-04-24,2,3,7528.18
1117,1331,288,2023-11-03,3,1,412.54
1118,1757,197,2023-04-27,2,1,326.48
1119,4850,89,2024-09-26,3,4,2314.51
1120,1155,216,2024-05-17,3,4,752.45
1124,587,300,2024-11-05,3,3,25611.41
1125,1781,252,2024-08-05,2,2,3748.54
1130,3150,181,2023-04-27,2,4,15327.02
1132,706,106,2023-08-16,2,2,4001.74
1134,836,151,2023-04-03,2,1,163.49
1135,4456,19,2023-11-13,3,2,2876.71
1137,443,182,2023-10-01,1,1,142.25
1138,2074,150,2024-04-08,3,2,16007.83
1142,3543,137,2023-11-12,1,3,672.55
1144,1776,294,2024-01-26,2,2,1304.5
1148,514,31,2024-01-17,2,1,219.37
1150,4773,285,2023-06-13,1,4,3902.59
1152,3619,233,2024-04-21,3,2,14884.13
1153,4154,88,2024-11-03,3,2,16039.75
1154,3652,231,2023-07-08,2,1,2362.42
1155,110,159,2024-04-16,2,3,2415.31
1157,2130,200,2024-03-16,3,1,7820.05
1158,3799,251,2024-11-24,3,3,10291.61
1159,2808,51,2024-08-21,2,1,549.78
1161,771,172,2024-06-13,3,1,115.45
1162,283,65,2023-04-16,3,4,1606.66
1166,4613,197,2024-11-16,2,2,652.97
1174,2462,200,2023-11-18,1,4,31280.21
1177,3916,231,2024-02-29,2,3,7087.25
1178,4716,186,2023-08-21,3,3,2967.77
1179,857,223,2023-04-08,1,3,917.46
1184,1513,202,2024-07-09,2,4,1740.34
1186,4131,53,2024-01-04,3,4,3531.36
1188,4556,16,2024-12-06,3,2,2237.28
1189,368,46,2023-11-23,1,3,324.4
1196,1957,298,2024-12-11,2,1,352.93
1198,841,268,2024-03-16,2,1,7652.3
1200,4064,136,2023-11-06,2,3,2976.3
1201,2530,61,2023-11-22,3,1,299.56
1207,48,299,2024-10-30,3,3,4222.51
1209,3606,123,2023-05-19,1,3,3496.97
1210,3108,291,2024-05-28,1,3,486.94
1216,2370,134,2023-11-11,3,4,5492.54
1217,2026,49,2024-07-28,2,4,5284.85
1218,3691,124,2024-09-27,2,1,938.82
1220,1047,1,2023-08-03,3,3,3667.68
1222,1994,148,2023-10-22,1,2,333.79
1225,2063,72,2023-05-24,2,1,3259.16
1228,4844,141,2023-11-28,3,3,1763.75
1229,3910,141,2024-03-06,3,1,587.92
1235,2813,111,2023-09-12,1,4,36561.41
1236,2837,33,2023-05-24,2,1,398.57
1238,2715,45,2024-11-05,2,4,4846.85
1239,3923,237,2024-02-15,2,4,9076.03
1242,1687,169,2023-01-04,2,4,10193.71
1244,4489,125,2023-12-12,1,4,14609.23
1245,690,146,2023-07-04,1,4,32555.47
1253,136,237,2023-07-06,2,4,9076.03
1254,1466,138,2024-10-13,2,4,884.54
1259,1124,96,2023-12-22,2,2,1630.61
1262,830,221,2023-10-31,1,4,1956.82
1263,3466,251,2024-11-25,1,1,3430.54
1264,3483,244,2024-11-15,1,2,672.07
1266,1435,192,2024-10-21,3,1,340.94
1267,1627,172,2024-08-09,2,3,346.36
1269,4152,157,2024-05-22,2,3,5607.0
1274,3711,27,2023-05-18,3,3,2406.13
1277,1353,33,2023-07-11,2,2,797.14
1278,1427,134,2024-06-08,3,3,4119.41
1283,4507,237,2024-04-21,2,3,6807.02
1285,3875,41,2024-02-23,2,1,393.46
1289,2510,152,2024-04-19,3,2,6665.66
1290,4561,18,2023-05-19,3,2,1097.76
1291,2034,264,2023-06-30,3,4,13458.34
1294,3634,114,2023-12-21,3,1,5891.84
1296,1918,148,2024-08-06,1,2,333.79
1299,3852,199,2024-07-28,2,1,238.28
1301,232,262,2024-08-17,1,1,3436.44
1302,4302,63,2024-11-03,2,4,1297.44
1303,1313,100,2024-08-30,3,3,8186.83
1305,4436,31,2023-03-17,2,4,877.49
1306,1859,156,2023-07-08,1,1,1207.88
1308,3468,291,2023-02-28,2,4,649.25
1312,2428,194,2024-10-01,1,3,11282.15
1314,1499,145,2024-08-10,2,2,637.3
1317,604,114,2023-11-23,1,3,17675.53
1318,3100,296,2024-09-07,1,4,3658.08
1319,4639,19,2024-12-10,3,3,4315.07
1323,2327,56,2024-03-25,1,2,1095.05
1328,2704,127,2023-02-07,3,2,1840.06
1329,2320,289,2024-11-03,2,3,599.65
