ID_Stock;ID_Produit;ID_Date;Date_Snapshot;Quantite_Disponible;Quantite_Reservee;Valeur_Stock
104;104;1;2023-01-01;362;29;105088.6
105;105;1;2023-01-01;94;7;8758.92
106;106;1;2023-01-01;201;2;43253.19
107;107;1;2023-01-01;289;27;73067.87
108;108;1;2023-01-01;29;24;6879.09
109;109;1;2023-01-01;374;17;96802.42
110;110;1;2023-01-01;262;21;58829.48
111;111;1;2023-01-01;287;13;38945.9
112;112;1;2023-01-01;21;0;6125.91
113;113;1;2023-01-01;138;34;29268.42
114;114;1;2023-01-01;75;35;14624.25
115;115;1;2023-01-01;300;9;58881.0
116;116;1;2023-01-01;403;34;41593.63
117;117;1;2023-01-01;107;44;29677.52
118;118;1;2023-01-01;322;36;4140118.22
119;119;1;2023-01-01;133;8;19163.97
120;120;1;2023-01-01;20;11;3025.2
121;121;1;2023-01-01;15;0;73127.55
122;122;1;2023-01-01;487;32;1038069.72
123;123;1;2023-01-01;182;38;139439.3
124;124;1;2023-01-01;326;9;124805.84
125;125;1;2023-01-01;91;6;63206.78
126;126;1;2023-01-01;480;44;180254.4
127;127;1;2023-01-01;393;29;758403.54
128;128;1;2023-01-01;165;11;1423179.45
129;129;1;2023-01-01;316;36;4555740.4
130;130;1;2023-01-01;69;3;96872.55
131;131;1;2023-01-01;252;20;374008.32
132;132;1;2023-01-01;128;20;43055.36
133;133;1;2023-01-01;321;5;53189.7
134;134;1;2023-01-01;340;5;786749.8
135;135;1;2023-01-01;209;20;58375.79
136;136;1;2023-01-01;116;40;20214.16
137;137;1;2023-01-01;124;24;313026.84
138;138;1;2023-01-01;99;12;854111.61
139;139;1;2023-01-01;13;11;24306.1
140;140;1;2023-01-01;365;22;68492.25
141;141;1;2023-01-01;315;40;30019.5
142;142;1;2023-01-01;363;45;67260.27
143;143;1;2023-01-01;56;2;93800.0
144;144;1;2023-01-01;123;9;779378.43
145;145;1;2023-01-01;81;10;1014287.67
146;146;1;2023-01-01;82;41;40614.6
147;147;1;2023-01-01;460;13;724845.0
148;148;1;2023-01-01;208;5;47062.08
149;149;1;2023-01-01;185;9;24410.75
150;150;1;2023-01-01;165;32;48011.7
151;151;1;2023-01-01;114;39;34138.44
152;152;1;2023-01-01;103;27;16486.18
153;153;1;2023-01-01;233;2;38249.28
154;154;1;2023-01-01;429;13;422200.35
155;155;1;2023-01-01;345;9;108657.75
156;156;1;2023-01-01;275;28;1219891.75
157;157;1;2023-01-01;414;24;2211066.36
158;158;1;2023-01-01;439;6;375204.52
159;159;1;2023-01-01;348;49;291968.52
160;160;1;2023-01-01;240;43;125541.6
161;161;1;2023-01-01;326;35;3829068.86
162;162;1;2023-01-01;229;36;359317.03
163;163;1;2023-01-01;280;17;114514.4
164;164;1;2023-01-01;66;47;76512.48
165;165;1;2023-01-01;118;1;1497201.7
166;166;1;2023-01-01;20;8;3911.8
167;167;1;2023-01-01;255;46;413541.15
168;168;1;2023-01-01;256;33;71303.68
169;169;1;2023-01-01;2;2;871.52
170;170;1;2023-01-01;378;20;4628133.72
171;171;1;2023-01-01;344;5;93340.96
172;172;1;2023-01-01;129;34;85458.63
173;173;1;2023-01-01;265;18;30944.05
174;174;1;2023-01-01;244;32;317514.76
175;175;1;2023-01-01;459;0;366080.04
176;176;1;2023-01-01;489;4;501244.56
177;177;1;2023-01-01;423;29;570064.41
178;178;1;2023-01-01;85;9;20246.15
179;179;1;2023-01-01;120;3;40707.6
180;180;1;2023-01-01;320;16;45561.6
181;181;1;2023-01-01;264;40;19525.44
182;182;1;2023-01-01;384;31;526295.04
183;183;1;2023-01-01;66;36;85506.3
184;184;1;2023-01-01;197;24;163831.11
185;185;1;2023-01-01;371;10;187514.53
186;186;1;2023-01-01;358;30;491337.1
187;187;1;2023-01-01;38;38;8338.34
188;188;1;2023-01-01;108;22;132660.72
189;189;1;2023-01-01;340;42;84819.8
190;190;1;2023-01-01;208;19;27645.28
191;191;1;2023-01-01;499;4;75448.8
192;192;1;2023-01-01;331;29;98512.22
193;193;1;2023-01-01;415;0;851451.35
194;194;1;2023-01-01;259;36;247140.39
195;195;1;2023-01-01;370;28;192696.0
196;196;1;2023-01-01;390;41;300179.1
197;197;1;2023-01-01;39;0;3957.33
198;198;1;2023-01-01;146;3;139199.32
199;199;1;2023-01-01;372;9;283073.4
200;200;1;2023-01-01;63;39;124494.93
201;201;1;2023-01-01;383;7;47668.18
202;202;1;2023-01-01;355;37;3967611.35
203;203;1;2023-01-01;298;39;64394.82
204;204;1;2023-01-01;130;47;32328.4
205;205;1;2023-01-01;208;48;101620.48
206;206;1;2023-01-01;439;22;645839.24
207;207;1;2023-01-01;197;46;193865.73
208;208;1;2023-01-01;398;22;309500.72
209;209;1;2023-01-01;418;24;53249.02
210;210;1;2023-01-01;471;24;499735.71
211;211;1;2023-01-01;276;18;390266.76
212;212;1;2023-01-01;19;3;15894.07
213;213;1;2023-01-01;20;12;10854.0
214;214;1;2023-01-01;295;48;1644922.95
215;215;1;2023-01-01;362;22;1044742.86
216;216;1;2023-01-01;241;41;185642.3
217;217;1;2023-01-01;457;36;536888.17
218;218;1;2023-01-01;51;3;8006.49
219;219;1;2023-01-01;52;35;359646.56
220;220;1;2023-01-01;211;12;104457.66
221;221;1;2023-01-01;447;11;253212.09
222;222;1;2023-01-01;403;12;207234.69
223;223;1;2023-01-01;359;28;31394.55
224;224;1;2023-01-01;300;32;44244.0
225;225;1;2023-01-01;43;0;12150.94
226;226;1;2023-01-01;399;3;497481.18
227;227;1;2023-01-01;237;22;183857.49
228;228;1;2023-01-01;93;12;40997.19
229;229;1;2023-01-01;436;6;395748.48
230;230;1;2023-01-01;482;23;364994.5
231;231;1;2023-01-01;22;11;3121.58
232;232;1;2023-01-01;444;41;967471.56
233;233;1;2023-01-01;168;18;277314.24
234;234;1;2023-01-01;209;32;448298.73
235;235;1;2023-01-01;270;43;16497.0
236;236;1;2023-01-01;442;15;311057.5
237;237;1;2023-01-01;493;9;540066.71
238;238;1;2023-01-01;107;33;74872.18
239;239;1;2023-01-01;332;35;528633.64
240;240;1;2023-01-01;171;22;255544.11
241;241;1;2023-01-01;101;21;12067.48
242;242;1;2023-01-01;284;13;56638.12
243;243;1;2023-01-01;475;11;4545441.25
244;244;1;2023-01-01;81;27;141586.38
245;245;1;2023-01-01;485;21;322394.05
246;246;1;2023-01-01;117;32;19978.92
247;247;1;2023-01-01;435;3;560271.3
248;248;1;2023-01-01;320;33;33449.6
249;249;1;2023-01-01;185;3;55176.25
250;250;1;2023-01-01;462;18;291498.9
251;251;1;2023-01-01;224;18;246299.2
252;252;1;2023-01-01;95;1;22684.1
253;253;1;2023-01-01;305;33;191299.05
254;254;1;2023-01-01;389;37;793614.46
255;255;1;2023-01-01;293;43;102400.57
256;256;1;2023-01-01;365;4;5457220.85
257;257;1;2023-01-01;243;3;79033.32
258;258;1;2023-01-01;162;30;1354256.82
259;259;1;2023-01-01;476;0;630999.88
260;260;1;2023-01-01;257;25;42196.83
261;261;1;2023-01-01;46;0;8979.2
262;262;1;2023-01-01;344;24;551208.4
263;263;1;2023-01-01;436;29;246619.04
264;264;1;2023-01-01;495;29;5299687.8
265;265;1;2023-01-01;29;2;22479.64
266;266;1;2023-01-01;199;45;2276709.25
267;267;1;2023-01-01;98;17;624431.5
268;268;1;2023-01-01;138;18;15634.02
269;269;1;2023-01-01;76;8;121064.96
270;270;1;2023-01-01;335;1;847650.5
271;271;1;2023-01-01;355;20;934388.4
272;272;1;2023-01-01;202;22;111510.06
273;273;1;2023-01-01;363;39;275335.5
274;274;1;2023-01-01;278;12;292355.92
275;275;1;2023-01-01;16;13;2717.28
276;276;1;2023-01-01;167;29;78835.69
277;277;1;2023-01-01;479;40;670829.92
278;278;1;2023-01-01;418;14;286739.64
279;279;1;2023-01-01;405;0;919597.05
280;280;1;2023-01-01;427;5;141930.53
281;281;1;2023-01-01;262;42;205751.22
282;282;1;2023-01-01;278;14;321704.38
283;283;1;2023-01-01;479;24;2930330.4
284;284;1;2023-01-01;166;47;102740.72
285;285;1;2023-01-01;270;37;24621.3
286;286;1;2023-01-01;450;12;794092.5
287;287;1;2023-01-01;366;8;77818.92
288;288;1;2023-01-01;132;18;136361.28
289;289;1;2023-01-01;202;43;2888955.52
290;290;1;2023-01-01;72;43;44616.96
291;291;1;2023-01-01;494;5;1235923.78
292;292;1;2023-01-01;16;10;14916.64
293;293;1;2023-01-01;385;23;2087643.25
294;294;1;2023-01-01;336;2;33532.8
295;295;1;2023-01-01;334;19;462366.22
296;296;1;2023-01-01;253;0;258745.63
297;297;1;2023-01-01;380;26;19630.8
298;298;1;2023-01-01;461;41;618906.33
299;299;1;2023-01-01;359;27;863901.19
300;300;1;2023-01-01;17;15;6729.79
301;1;8;2023-01-08;293;24;1422591.18
302;2;8;2023-01-08;237;44;3203000.49
303;3;8;2023-01-08;425;47;2141009.75
304;4;8;2023-01-08;204;33;2495036.28
305;5;8;2023-01-08;210;48;2460733.8
306;6;8;2023-01-08;386;6;3831671.46
307;7;8;2023-01-08;324;30;1031006.88
308;8;8;2023-01-08;415;4;1985048.75
309;9;8;2023-01-08;196;1;212703.12
310;10;8;2023-01-08;87;5;1008591.0
311;11;8;2023-01-08;66;41;523836.72
312;12;8;2023-01-08;410;50;1325948.2
313;13;8;2023-01-08;68;18;747366.24
314;14;8;2023-01-08;168;3;107402.4
315;15;8;2023-01-08;277;27;1076560.5
316;16;8;2023-01-08;51;32;210755.46
317;17;8;2023-01-08;335;9;1924444.35
318;18;8;2023-01-08;455;13;3999117.85
319;19;8;2023-01-08;110;5;505289.4
320;20;8;2023-01-08;342;25;846887.76
321;21;8;2023-01-08;87;45;453383.1
322;22;8;2023-01-08;263;10;3772674.51
323;23;8;2023-01-08;117;13;1315631.07
324;24;8;2023-01-08;166;23;1792096.16
325;25;8;2023-01-08;176;9;226068.48
326;26;8;2023-01-08;312;27;355380.48
327;27;8;2023-01-08;451;26;747230.33
328;28;8;2023-01-08;295;41;376588.15
329;29;8;2023-01-08;459;36;912707.73
330;30;8;2023-01-08;136;23;158429.12
331;31;8;2023-01-08;476;44;93486.4
332;32;8;2023-01-08;413;50;339366.23
333;33;8;2023-01-08;438;8;141180.54
334;34;8;2023-01-08;401;32;431058.96
335;35;8;2023-01-08;115;0;97272.75
336;36;8;2023-01-08;299;1;83358.21
337;37;8;2023-01-08;455;9;390171.6
338;38;8;2023-01-08;194;11;343766.06
339;39;8;2023-01-08;233;16;403250.77
340;40;8;2023-01-08;289;42;368451.88
341;41;8;2023-01-08;445;33;290171.15
342;42;8;2023-01-08;201;41;111442.44
343;43;8;2023-01-08;213;9;406851.3
344;44;8;2023-01-08;263;18;64584.91
345;45;8;2023-01-08;470;19;98822.2
346;46;8;2023-01-08;347;40;135899.08
347;47;8;2023-01-08;52;33;14141.92
348;48;8;2023-01-08;446;27;56637.54
349;49;8;2023-01-08;34;29;74727.24
350;50;8;2023-01-08;311;27;698456.24
351;51;8;2023-01-08;420;32;956499.6
352;52;8;2023-01-08;47;15;87210.85
353;53;8;2023-01-08;329;36;860486.34
354;54;8;2023-01-08;95;46;83482.2
355;55;8;2023-01-08;0;0;0.0
356;56;8;2023-01-08;405;2;280944.45
357;57;8;2023-01-08;402;43;827919.0
358;58;8;2023-01-08;124;0;187445.84
359;59;8;2023-01-08;326;39;421038.78
360;60;8;2023-01-08;430;0;1035134.7
361;61;8;2023-01-08;20;12;17833.6
362;62;8;2023-01-08;171;14;105756.66
363;63;8;2023-01-08;88;11;43985.04
364;64;8;2023-01-08;212;8;33201.32
365;65;8;2023-01-08;70;18;10922.1
366;66;8;2023-01-08;134;8;34271.84
367;67;8;2023-01-08;125;2;64393.75
368;68;8;2023-01-08;210;31;162306.9
369;69;8;2023-01-08;82;49;51964.22
370;70;8;2023-01-08;225;34;103691.25
371;71;8;2023-01-08;113;39;76940.57
372;72;8;2023-01-08;141;43;8847.75
373;73;8;2023-01-08;307;22;99182.49
374;74;8;2023-01-08;471;9;206274.45
375;75;8;2023-01-08;364;22;125459.88
376;76;8;2023-01-08;115;3;40277.6
377;77;8;2023-01-08;150;41;57255.0
378;78;8;2023-01-08;52;49;14374.36
379;79;8;2023-01-08;455;25;109109.0
380;80;8;2023-01-08;383;15;222159.15
381;81;8;2023-01-08;191;47;19963.32
382;82;8;2023-01-08;399;44;135671.97
383;83;8;2023-01-08;442;40;51709.58
384;84;8;2023-01-08;487;32;32434.2
385;85;8;2023-01-08;314;41;194146.2
386;86;8;2023-01-08;179;21;115544.5
387;87;8;2023-01-08;215;47;299572.4
388;88;8;2023-01-08;67;14;48370.65
389;89;8;2023-01-08;91;30;120642.34
390;90;8;2023-01-08;287;18;427190.89
391;91;8;2023-01-08;45;33;53948.7
392;92;8;2023-01-08;21;2;4444.86
393;93;8;2023-01-08;490;30;384694.1
394;94;8;2023-01-08;68;22;82674.4
395;95;8;2023-01-08;209;28;221636.14
396;96;8;2023-01-08;126;37;143151.12
397;97;8;2023-01-08;194;48;162923.14
398;98;8;2023-01-08;378;25;204603.84
399;99;8;2023-01-08;354;6;125677.08
400;100;8;2023-01-08;385;31;252971.95
401;101;8;2023-01-08;219;50;52816.23
402;102;8;2023-01-08;399;9;516988.29
403;103;8;2023-01-08;283;26;71898.98
404;104;8;2023-01-08;181;14;52544.3
405;105;8;2023-01-08;403;49;37551.54
406;106;8;2023-01-08;170;33;36582.3
407;107;8;2023-01-08;40;15;10113.2
408;108;8;2023-01-08;35;29;8302.35
409;109;8;2023-01-08;117;9;30283.11
410;110;8;2023-01-08;111;3;24923.94
411;111;8;2023-01-08;226;4;30668.2
412;112;8;2023-01-08;303;0;88388.13
413;113;8;2023-01-08;383;15;81230.47
414;114;8;2023-01-08;224;31;43677.76
415;115;8;2023-01-08;169;36;33169.63
416;116;8;2023-01-08;489;28;50469.69
417;117;8;2023-01-08;221;12;61296.56
418;118;8;2023-01-08;44;12;565730.44
419;119;8;2023-01-08;268;12;38616.12
420;120;8;2023-01-08;272;48;41142.72
421;121;8;2023-01-08;237;34;1155415.29
422;122;8;2023-01-08;268;7;571258.08
423;123;8;2023-01-08;205;37;157060.75
424;124;8;2023-01-08;68;11;26033.12
425;125;8;2023-01-08;227;36;157669.66
426;126;8;2023-01-08;133;25;49945.49
427;127;8;2023-01-08;124;38;239292.72
428;128;8;2023-01-08;261;50;2251211.13
429;129;8;2023-01-08;13;11;187419.7
430;130;8;2023-01-08;248;50;348179.6
431;131;8;2023-01-08;276;42;409628.16
432;132;8;2023-01-08;412;11;138584.44
433;133;8;2023-01-08;409;26;67771.3
434;134;8;2023-01-08;216;50;499817.52
435;135;8;2023-01-08;378;8;105579.18
436;136;8;2023-01-08;449;23;78242.74
437;137;8;2023-01-08;483;24;1219290.03
438;138;8;2023-01-08;200;18;1725478.0
439;139;8;2023-01-08;480;4;897456.0
440;140;8;2023-01-08;120;45;22518.0
441;141;8;2023-01-08;249;30;23729.7
442;142;8;2023-01-08;77;11;14267.33
443;143;8;2023-01-08;427;9;715225.0
444;144;8;2023-01-08;321;42;2033987.61
445;145;8;2023-01-08;292;19;3656444.44
446;146;8;2023-01-08;435;37;215455.5
447;147;8;2023-01-08;32;11;50424.0
448;148;8;2023-01-08;265;26;59958.9
449;149;8;2023-01-08;115;13;15174.25
450;150;8;2023-01-08;477;15;138797.46
451;151;8;2023-01-08;120;34;35935.2
452;152;8;2023-01-08;69;9;11044.14
453;153;8;2023-01-08;266;31;43666.56
454;154;8;2023-01-08;52;24;51175.8
455;155;8;2023-01-08;262;31;82516.9
456;156;8;2023-01-08;122;36;541188.34
457;157;8;2023-01-08;103;10;550096.22
458;158;8;2023-01-08;204;6;174354.72
459;159;8;2023-01-08;258;21;216459.42
460;160;8;2023-01-08;50;14;26154.5
461;161;8;2023-01-08;459;33;5391234.99
462;162;8;2023-01-08;310;19;486411.7
463;163;8;2023-01-08;10;7;4089.8
464;164;8;2023-01-08;210;39;243448.8
465;165;8;2023-01-08;18;7;228386.7
466;166;8;2023-01-08;221;32;43225.39
467;167;8;2023-01-08;237;14;384350.01
468;168;8;2023-01-08;487;39;135644.11
469;169;8;2023-01-08;203;27;88459.28
470;170;8;2023-01-08;69;15;844818.06
471;171;8;2023-01-08;495;31;134313.3
472;172;8;2023-01-08;392;12;259688.24
473;173;8;2023-01-08;165;29;19267.05
474;174;8;2023-01-08;445;23;579074.05
475;175;8;2023-01-08;386;18;307858.16
476;176;8;2023-01-08;459;47;470493.36
477;177;8;2023-01-08;499;12;672487.33
478;178;8;2023-01-08;345;36;82175.55
479;179;8;2023-01-08;61;28;20693.03
480;180;8;2023-01-08;328;31;46700.64
481;181;8;2023-01-08;135;19;9984.6
482;182;8;2023-01-08;408;17;559188.48
483;183;8;2023-01-08;81;40;104939.55
484;184;8;2023-01-08;227;4;188780.01
485;185;8;2023-01-08;451;2;227948.93
486;186;8;2023-01-08;362;38;496826.9
487;187;8;2023-01-08;89;39;19529.27
488;188;8;2023-01-08;230;7;282518.2
489;189;8;2023-01-08;399;13;99538.53
490;190;8;2023-01-08;305;46;40537.55
491;191;8;2023-01-08;171;27;25855.2
492;192;8;2023-01-08;96;47;28571.52
493;193;8;2023-01-08;138;34;283133.22
494;194;8;2023-01-08;173;15;165078.33
495;195;8;2023-01-08;383;48;199466.4
496;196;8;2023-01-08;188;4;144701.72
497;197;8;2023-01-08;65;2;6595.55
498;198;8;2023-01-08;15;14;14301.3
499;199;8;2023-01-08;482;21;366777.9
500;200;8;2023-01-08;288;43;569119.68
501;201;8;2023-01-08;202;26;25140.92
502;202;8;2023-01-08;276;19;3084678.12
503;203;8;2023-01-08;346;8;74767.14
504;204;8;2023-01-08;485;17;120609.8
505;205;8;2023-01-08;0;0;0.0
506;206;8;2023-01-08;435;14;639954.6
507;207;8;2023-01-08;286;27;281449.74
508;208;8;2023-01-08;497;10;386487.08
509;209;8;2023-01-08;303;33;38599.17
510;210;8;2023-01-08;177;26;187798.77
511;211;8;2023-01-08;273;23;386024.73
512;212;8;2023-01-08;459;11;383967.27
513;213;8;2023-01-08;399;8;216537.3
514;214;8;2023-01-08;187;0;1042713.87
515;215;8;2023-01-08;105;13;303033.15
516;216;8;2023-01-08;388;28;298876.4
517;217;8;2023-01-08;388;6;455826.28
518;218;8;2023-01-08;15;8;2354.85
519;219;8;2023-01-08;390;9;2697349.2
520;220;8;2023-01-08;500;16;247530.0
521;221;8;2023-01-08;230;8;130288.1
522;222;8;2023-01-08;477;49;245287.71
523;223;8;2023-01-08;314;45;27459.3
524;224;8;2023-01-08;360;14;53092.8
525;225;8;2023-01-08;450;49;127161.0
526;226;8;2023-01-08;396;29;493740.72
527;227;8;2023-01-08;135;43;104728.95
528;228;8;2023-01-08;416;22;183385.28
529;229;8;2023-01-08;485;15;440224.8
530;230;8;2023-01-08;216;15;163566.0
531;231;8;2023-01-08;90;21;12770.1
532;232;8;2023-01-08;12;9;26147.88
533;233;8;2023-01-08;98;8;161766.64
534;234;8;2023-01-08;431;25;924482.07
535;235;8;2023-01-08;344;17;21018.4
536;236;8;2023-01-08;236;17;166085.0
537;237;8;2023-01-08;264;32;289204.08
538;238;8;2023-01-08;113;48;79070.62
539;239;8;2023-01-08;415;11;660792.05
540;240;8;2023-01-08;411;48;614202.51
541;241;8;2023-01-08;16;16;1911.68
542;242;8;2023-01-08;178;35;35498.54
543;243;8;2023-01-08;320;8;3062192.0
544;244;8;2023-01-08;481;42;840778.38
545;245;8;2023-01-08;471;24;313087.83
546;246;8;2023-01-08;123;28;21003.48
547;247;8;2023-01-08;67;25;86294.66
548;248;8;2023-01-08;475;10;49651.75
549;249;8;2023-01-08;244;14;72773.0
550;250;8;2023-01-08;487;12;307272.65
551;251;8;2023-01-08;218;5;239701.9
552;252;8;2023-01-08;15;3;3581.7
553;253;8;2023-01-08;455;18;285380.55
554;254;8;2023-01-08;372;6;758932.08
555;255;8;2023-01-08;260;24;90867.4
556;256;8;2023-01-08;324;6;4844217.96
557;257;8;2023-01-08;139;14;45208.36
558;258;8;2023-01-08;437;7;3653149.57
559;259;8;2023-01-08;254;4;336710.02
560;260;8;2023-01-08;242;10;39733.98
561;261;8;2023-01-08;61;19;11907.2
562;262;8;2023-01-08;34;9;54479.9
563;263;8;2023-01-08;479;27;270941.56
564;264;8;2023-01-08;497;16;5321100.68
565;265;8;2023-01-08;78;39;60462.48
566;266;8;2023-01-08;389;20;4450451.75
567;267;8;2023-01-08;74;47;471509.5
568;268;8;2023-01-08;16;10;1812.64
569;269;8;2023-01-08;279;49;444435.84
570;270;8;2023-01-08;498;50;1260089.4
571;271;8;2023-01-08;13;7;34217.04
572;272;8;2023-01-08;405;19;223572.15
573;273;8;2023-01-08;410;36;310985.0
574;274;8;2023-01-08;441;0;463773.24
575;275;8;2023-01-08;175;9;29720.25
576;276;8;2023-01-08;495;42;233674.65
577;277;8;2023-01-08;139;32;194666.72
578;278;8;2023-01-08;31;9;21265.38
579;279;8;2023-01-08;349;38;792442.89
580;280;8;2023-01-08;384;22;127637.76
581;281;8;2023-01-08;281;6;220672.11
582;282;8;2023-01-08;358;47;414281.18
583;283;8;2023-01-08;302;36;1847515.2
584;284;8;2023-01-08;267;38;165251.64
585;285;8;2023-01-08;489;44;44591.91
586;286;8;2023-01-08;408;22;719977.2
587;287;8;2023-01-08;200;43;42524.0
588;288;8;2023-01-08;434;49;448339.36
589;289;8;2023-01-08;434;5;6206963.84
590;290;8;2023-01-08;255;19;158018.4
591;291;8;2023-01-08;150;23;375280.5
592;292;8;2023-01-08;220;8;205103.8
593;293;8;2023-01-08;353;16;1914124.85
594;294;8;2023-01-08;386;4;38522.8
595;295;8;2023-01-08;332;15;459597.56
596;296;8;2023-01-08;83;37;84884.93
597;297;8;2023-01-08;456;37;23556.96
598;298;8;2023-01-08;461;24;618906.33
599;299;8;2023-01-08;350;29;842243.5
600;300;8;2023-01-08;123;19;48692.01
601;1;15;2023-01-15;122;2;592341.72
602;2;15;2023-01-15;105;37;1419050.85
603;3;15;2023-01-15;282;8;1420622.94
604;4;15;2023-01-15;6;2;73383.42
605;5;15;2023-01-15;6;6;70306.68
606;6;15;2023-01-15;83;6;823908.63
607;7;15;2023-01-15;33;9;105009.96
608;8;15;2023-01-15;303;9;1449324.75
609;9;15;2023-01-15;343;34;372230.46
610;10;15;2023-01-15;442;15;5124106.0
611;11;15;2023-01-15;211;16;1674690.12
612;12;15;2023-01-15;231;30;747058.62
613;13;15;2023-01-15;443;3;4868871.24
614;14;15;2023-01-15;469;17;299831.7
615;15;15;2023-01-15;379;31;1472983.5
616;16;15;2023-01-15;200;25;826492.0
617;17;15;2023-01-15;246;4;1413174.06
618;18;15;2023-01-15;58;19;509777.66
619;19;15;2023-01-15;139;14;638502.06
620;20;15;2023-01-15;458;23;1134136.24
621;21;15;2023-01-15;464;28;2418043.2
622;22;15;2023-01-15;235;34;3371020.95
623;23;15;2023-01-15;82;14;922066.22
624;24;15;2023-01-15;369;7;3983635.44
625;25;15;2023-01-15;154;5;197809.92
626;26;15;2023-01-15;457;1;520541.28
627;27;15;2023-01-15;59;44;97752.97
